,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,20,WAS,NBA,SF,63,671,,10%,84%,6%,,-1.5,-1.3,7,15,53,6,27,5,29,9,20
2016-17,21,WAS,NBA,SF,79,1605,,12%,80%,9%,,+0.4,-2.2,17,18,84,5,47,14,114,10,35
2017-18,22,WAS,NBA,SF,81,2231,,6%,87%,7%,,-2.0,-6.4,37,28,91,11,100,16,229,22,56
2018-19,23,TOT,NBA,SF,69,1935,,6%,75%,19%,,-6.6,-0.8,33,43,65,13,122,28,196,35,72
2018-19,23,WAS,NBA,SF,29,755,,2%,84%,14%,,-8.1,-6.4,8,13,32,4,45,15,49,14,27
2018-19,23,PHO,NBA,SF,40,1180,,9%,70%,22%,,-5.6,+4.9,25,30,33,9,77,13,147,21,45
2019-20,24,PHO,NBA,SF,56,1933,,2%,61%,37%,,-0.1,+2.7,37,23,75,13,120,22,198,30,75
Career,,,NBA,,348,8375,,7%,77%,17%,,-2.1,-1.8,131,127,368,48,416,85,766,106,258
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,WAS,NBA,,252,5262,,8%,84%,8%,,-2.1,-4.4,69,74,260,26,219,50,421,55,138
2 seasons,,PHO,NBA,,96,3113,,5%,64%,31%,,-2.2,+3.5,62,53,108,22,197,35,345,51,120
