Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1991-92,27,LAC,NBA,SF,5,5,184,5.3,10.4,0.509,0,0.4,0,5.3,10,0.529,1.8,3.3,0.529,3.7,5.9,9.6,2.9,0.8,0.6,1.2,3.5,12.3
1992-93,28,LAC,NBA,SF,5,5,164,5.5,14.7,0.373,0.7,1.8,0.375,4.8,13,0.373,2.4,4.8,0.5,3.1,5.9,9,2.6,0.9,0,0.2,1.8,14
1994-95,30,ATL,NBA,SF,3,0,42,6,15.4,0.389,0.9,6.9,0.125,5.1,8.6,0.6,0.9,6,0.143,1.7,6,7.7,2.6,0,0.9,2.6,11.1,13.7
Career,NA,,NBA,,13,10,390,5.4,12.7,0.428,0.4,1.7,0.222,5.1,11.1,0.458,1.9,4.2,0.457,3.2,5.9,9.1,2.8,0.7,0.4,0.9,3.6,13.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAC,NBA,,10,10,348,5.4,12.4,0.433,0.3,1,0.3,5.1,11.4,0.445,2.1,4,0.513,3.4,5.9,9.3,2.8,0.8,0.3,0.7,2.7,13.1
1 season,NA,ATL,NBA,,3,0,42,6,15.4,0.389,0.9,6.9,0.125,5.1,8.6,0.6,0.9,6,0.143,1.7,6,7.7,2.6,0,0.9,2.6,11.1,13.7
