Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,BOS,NBA,SF,51,NA,475,86,253,0.34,NA,NA,NA,86,253,0.34,0.34,42,68,0.618,NA,NA,114,26,NA,60,214
1968-69,25,KEN,ABA,SF,29,NA,449,81,213,0.38,0,3,0,81,210,0.386,0.38,41,71,0.577,54,63,117,34,39,53,203
Career,NA,,TOT,,80,NA,924,167,466,0.358,0,3,0,167,463,0.361,0.358,83,139,0.597,54,63,231,60,39,113,417
,NA,,NBA,,51,NA,475,86,253,0.34,NA,NA,NA,86,253,0.34,0.34,42,68,0.618,NA,NA,114,26,NA,60,214
,NA,,ABA,,29,NA,449,81,213,0.38,0,3,0,81,210,0.386,0.38,41,71,0.577,54,63,117,34,39,53,203
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,51,NA,475,86,253,0.34,NA,NA,NA,86,253,0.34,0.34,42,68,0.618,NA,NA,114,26,NA,60,214
1 season,NA,KEN,ABA,,29,NA,449,81,213,0.38,0,3,0,81,210,0.386,0.38,41,71,0.577,54,63,117,34,39,53,203
