Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,25,PHW,BAA,PF,60,NA,NA,NA,NA,0.305,NA,NA,0.73,NA,NA,NA,NA
1947-48,26,PHW,BAA,PF,43,NA,NA,NA,NA,0.259,NA,NA,0.762,NA,NA,NA,NA
1948-49,27,PHW,BAA,PF,60,NA,NA,NA,NA,0.313,NA,NA,0.787,NA,NA,NA,NA
1949-50,28,PHW,NBA,PF,68,NA,NA,NA,NA,0.278,NA,NA,0.696,NA,NA,NA,NA
1950-51,29,PHW,NBA,PF,66,NA,NA,NA,NA,0.316,NA,NA,0.855,NA,NA,NA,NA
1951-52,30,PHW,NBA,PF,61,NA,1904,6.4,20.4,0.312,4.7,5.7,0.825,7,2.3,4.8,17.4
1952-53,31,PHW,NBA,PF,70,NA,2085,5.7,16.6,0.346,2.9,4,0.727,6.7,2.4,5.5,14.4
1953-54,32,PHW,NBA,PF,61,NA,501,4.4,16.5,0.266,2,3.5,0.571,7.3,2,6.5,10.8
Career,NA,,TOT,,489,NA,4490,5.8,18.2,0.302,3.6,4.7,0.766,6.9,2.3,5.3,15.3
,NA,,NBA,,326,NA,4490,5.8,18.2,0.309,3.6,4.7,0.772,6.9,2.3,5.3,15.3
,NA,,BAA,,163,NA,NA,NA,NA,0.295,NA,NA,0.76,NA,NA,NA,NA
