Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,25,PHW,BAA,PF,60,NA,NA,0.381,0.386,NA,NA,NA,NA,NA,13,3.3,16.3,NA
1947-48,26,PHW,BAA,PF,43,NA,NA,0.332,0.31,NA,NA,NA,NA,NA,2.2,3.8,6,NA
1948-49,27,PHW,BAA,PF,60,NA,NA,0.396,0.378,NA,NA,NA,NA,NA,4.2,3.4,7.7,NA
1949-50,28,PHW,NBA,PF,68,NA,NA,0.346,0.348,NA,NA,NA,NA,NA,-4.4,3.7,-0.8,NA
1950-51,29,PHW,NBA,PF,66,NA,NA,0.398,0.325,NA,NA,NA,NA,NA,-0.2,4.5,4.3,NA
1951-52,30,PHW,NBA,PF,61,1904,11.8,0.381,0.281,NA,NA,NA,NA,NA,-2.5,0.7,-1.8,-0.045
1952-53,31,PHW,NBA,PF,70,2085,11.6,0.392,0.241,NA,NA,NA,NA,NA,-1.8,1.2,-0.6,-0.015
1953-54,32,PHW,NBA,PF,61,501,3.7,0.299,0.214,NA,NA,NA,NA,NA,-2.2,0.4,-1.8,-0.171
Career,NA,,TOT,,489,4490,10.8,0.374,0.329,NA,NA,NA,NA,NA,8.3,20.9,29.2,-0.045
,NA,,NBA,,326,4490,10.8,0.375,0.299,NA,NA,NA,NA,NA,-11.1,10.4,-0.7,-0.045
,NA,,BAA,,163,NA,NA,0.373,0.362,NA,NA,NA,NA,NA,19.4,10.5,30,NA
