Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1971-72,26,BOS,NBA,PF,4,6,-16,0.158,NA,0.6,NA,NA,8.1,0,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.832
1972-73,27,SDA,ABA,C,4,63,7.7,0.299,0,0.412,NA,NA,15.7,2.3,NA,NA,4.7,12.4,NA,-0.2,0.1,-0.1,-0.06
Career,NA,,TOT,,8,69,5.6,0.265,0,0.455,NA,NA,15.1,2.1,NA,NA,4.7,12.4,NA,-0.3,0.1,-0.2,-0.127
,NA,,ABA,,4,63,7.7,0.299,0,0.412,NA,NA,15.7,2.3,NA,NA,4.7,12.4,NA,-0.2,0.1,-0.1,-0.06
,NA,,NBA,,4,6,-16,0.158,NA,0.6,NA,NA,8.1,0,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.832
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,4,6,-16,0.158,NA,0.6,NA,NA,8.1,0,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.832
1 season,NA,SDA,ABA,,4,63,7.7,0.299,0,0.412,NA,NA,15.7,2.3,NA,NA,4.7,12.4,NA,-0.2,0.1,-0.1,-0.06
