,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1986-87,22,IND,NBA,,14,27,2,3,14,24,12,15,4,13,17,7,3,1,5,5,40,27.6
1989-90,25,IND,NBA,,7,18,1,4,7,15,2,4,4,8,12,5,1,0,2,5,16,10.2
1990-91,26,IND,NBA,,16,24,7,10,9,15,8,9,2,6,8,7,2,0,3,6,39,28.0
1991-92,27,IND,NBA,,12,23,2,6,10,18,6,6,1,4,4,4,1,0,2,5,32,19.8
1994-95,30,SAS,NBA,,4,7,3,6,4,5,2,3,1,4,4,3,2,2,2,3,11,8.7
1995-96,31,SAS,NBA,,6,11,4,7,4,5,3,4,2,6,7,5,1,1,2,5,18,15.2
1997-98,33,SAS,NBA,32:17,6,11,6,8,2,3,2,2,0,6,6,1,2,0,1,6,18,13.5
1999-00,35,SEA,NBA,0:40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Career,,,,32:17,16,27,7,10,14,24,12,15,4,13,17,7,3,2,5,6,40,28.0
3 Seasons,,SAS,NBA,32:17,6,11,6,8,4,5,3,4,2,6,7,5,2,2,2,6,18,15.2
4 Seasons,,IND,NBA,,16,27,7,10,14,24,12,15,4,13,17,7,3,1,5,6,40,28.0
1 Season,,SEA,NBA,0:40,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
