Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,28,NYK,NBA,SG,1,0,20:00,4,9,0.444,1,3,0.333,0,0,NA,1,3,3,1,0,2,1,9
Career,NA,,NBA,,1,0,20,4,9,0.444,1,3,0.333,0,0,NA,1,3,3,1,0,2,1,9
