Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Demetrius Jackson,,0.2,0.1,-0.1
Jimmy Oliver,82.5,0.2,0.2,-0.1
Rusty LaRue,66.3,0.3,0.1,-0.1
Randy Livingston,64.7,0.3,0.1,0
Gary Payton,59.0,0.2,0.1,-0.2
Dave Jamerson,58.4,0.2,0.1,-0.1
Charles Bradley,48.5,0.2,0.2,-0.1
Archie Goodwin,48.4,0.2,0.2,0.1
Mike Price,47.9,0.2,0.2,0.1
Jay Arnette,47.1,0.1,0.1,-0.1
A.J. Guyton,47.1,0.3,0.1,-0.1
