,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2013-14,19,NOTREDAME,30,666,55,131,25,60,46,59,15,64,55,12,1,37,58,181,.420,.417,.780,22.2,6.0,2.1,1.8
2014-15,20,NOTREDAME,38,1318,167,329,54,126,82,110,44,137,116,59,12,57,71,470,.508,.429,.745,34.7,12.4,3.6,3.1
2015-16,21,NOTREDAME,35,1259,193,428,54,163,113,139,31,121,164,43,10,76,68,553,.451,.331,.813,36.0,15.8,3.5,4.7
Career,,,103,3243,415,888,133,349,241,308,90,322,335,114,23,170,197,1204,.467,.381,.782,31.5,11.7,3.1,3.3
