Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,24,MMP,ABA,SF,1,NA,10:00,1,3,0.333,0,0,NA,0,0,NA,1,3,0,NA,NA,0,2,2
Career,NA,,ABA,,1,NA,10,1,3,0.333,0,0,NA,0,0,NA,1,3,0,NA,NA,0,2,2
