,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,KEN,ABA,,7,,0,,,,4,5,,,,,,,18
1967-68,25,TOT,ABA,,7,,0,,,,4,5,,,,,,,18
1968-69,26,KEN,ABA,,2,,0,,,,1,3,,,,,,,4
Career,,,,,7,,0,,,,4,5,,,,,,,18
