Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,TOT,TOT,C,72,NA,25.7,3.1,7.4,0.416,0,0.1,0.167,3.1,7.4,0.419,0.417,1.4,2.3,0.596,NA,NA,8.7,2.1,1.7,3.3,7.6
1967-68,25,TOT,ABA,C,70,NA,26.3,3.2,7.6,0.417,0,0.1,0.167,3.2,7.6,0.42,0.418,1.4,2.4,0.596,NA,NA,9,2.1,1.7,3.3,7.8
1967-68,25,NYK,NBA,C,2,NA,3.5,0,0.5,0,NA,NA,NA,0,0.5,0,0,0,0,NA,NA,NA,0.5,0.5,NA,0.5,0
1967-68,25,NJA,ABA,C,12,NA,21.8,1.9,5.5,0.348,0,0,NA,1.9,5.5,0.348,0.348,0.8,1.8,0.455,NA,NA,7.1,0.9,1.6,2.4,4.7
1967-68,25,KEN,ABA,C,58,NA,27.3,3.4,8.1,0.426,0,0.1,0.167,3.4,8,0.43,0.428,1.5,2.5,0.618,NA,NA,9.4,2.3,1.8,3.5,8.4
1968-69,26,KEN,ABA,C,65,NA,19,2.6,5.9,0.438,0,0.1,0.111,2.6,5.7,0.446,0.44,1.3,2,0.674,2,4.5,6.5,2,1.5,3.2,6.5
Career,NA,,TOT,,137,NA,22.5,2.8,6.7,0.425,0,0.1,0.133,2.8,6.6,0.43,0.426,1.4,2.2,0.631,2,4.5,7.7,2,1.6,3.3,7.1
,NA,,ABA,,135,NA,22.8,2.9,6.8,0.426,0,0.1,0.133,2.9,6.7,0.431,0.427,1.4,2.2,0.631,2,4.5,7.8,2.1,1.6,3.3,7.2
,NA,,NBA,,2,NA,3.5,0,0.5,0,NA,NA,NA,0,0.5,0,0,0,0,NA,NA,NA,0.5,0.5,NA,0.5,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,KEN,ABA,,123,NA,22.9,3,6.9,0.432,0,0.1,0.133,3,6.8,0.437,0.433,1.4,2.2,0.645,2,4.5,7.9,2.2,1.6,3.4,7.4
1 season,NA,NJA,ABA,,12,NA,21.8,1.9,5.5,0.348,0,0,NA,1.9,5.5,0.348,0.348,0.8,1.8,0.455,NA,NA,7.1,0.9,1.6,2.4,4.7
1 season,NA,NYK,NBA,,2,NA,3.5,0,0.5,0,NA,NA,NA,0,0.5,0,0,0,0,NA,NA,NA,0.5,0.5,NA,0.5,0
