Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,25,TOT,TOT,C,72,NA,1850,4.3,10.4,0.416,0,0.1,0.167,4.3,10.3,0.419,1.9,3.2,0.596,NA,NA,12.2,2.9,2.4,4.6,10.6
1967-68,25,TOT,ABA,C,70,NA,1843,4.4,10.5,0.417,0,0.1,0.167,4.3,10.3,0.42,1.9,3.2,0.596,NA,NA,12.3,2.9,2.4,4.6,10.7
1967-68,25,NYK,NBA,C,2,NA,7,0,5.1,0,NA,NA,NA,0,5.1,0,0,0,NA,NA,NA,5.1,5.1,NA,5.1,0
1967-68,25,NJA,ABA,C,12,NA,261,3.2,9.1,0.348,0,0,NA,3.2,9.1,0.348,1.4,3,0.455,NA,NA,11.7,1.5,2.6,4,7.7
1967-68,25,KEN,ABA,C,58,NA,1582,4.6,10.7,0.426,0,0.1,0.167,4.5,10.5,0.43,2,3.3,0.618,NA,NA,12.4,3.1,2.3,4.7,11.2
1968-69,26,KEN,ABA,C,65,NA,1235,4.9,11.1,0.438,0,0.3,0.111,4.8,10.8,0.446,2.5,3.8,0.674,3.9,8.5,12.3,3.8,2.8,6.2,12.3
Career,NA,,TOT,,137,NA,3085,4.6,10.7,0.425,0,0.2,0.133,4.5,10.5,0.43,2.2,3.4,0.631,3.9,8.5,12.3,3.2,2.5,5.2,11.3
,NA,,ABA,,135,NA,3078,4.6,10.7,0.426,0,0.2,0.133,4.5,10.5,0.431,2.2,3.5,0.631,3.9,8.5,12.3,3.2,2.5,5.2,11.3
,NA,,NBA,,2,NA,7,0,5.1,0,NA,NA,NA,0,5.1,0,0,0,NA,NA,NA,5.1,5.1,NA,5.1,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,KEN,ABA,,123,NA,2817,4.7,10.9,0.432,0,0.2,0.133,4.7,10.7,0.437,2.2,3.5,0.645,3.9,8.5,12.3,3.4,2.5,5.3,11.7
1 season,NA,NJA,ABA,,12,NA,261,3.2,9.1,0.348,0,0,NA,3.2,9.1,0.348,1.4,3,0.455,NA,NA,11.7,1.5,2.6,4,7.7
1 season,NA,NYK,NBA,,2,NA,7,0,5.1,0,NA,NA,NA,0,5.1,0,0,0,NA,NA,NA,5.1,5.1,NA,5.1,0
