Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1995-96,27,SAC,NBA,SF,4,77,18.2,0.527,0.273,0.212,6.4,12.8,9.6,22,4.1,2.4,14.3,24.7,NA,0.1,0.2,0.2,0.141,NA,2,3.9,5.9,0.2
Career,NA,,NBA,,4,77,18.2,0.527,0.273,0.212,6.4,12.8,9.6,22,4.1,2.4,14.3,24.7,NA,0.1,0.2,0.2,0.141,NA,2,3.9,5.9,0.2
