,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2015-16,23,UTA,NBA,PG,81,1499,100%,,,,,+3.2,+2.2,61,31,45,1,29,17,396,8,28
2016-17,24,UTA,NBA,PG,40,346,100%,,,,,+15.0,+11.5,7,5,21,3,5,4,81,3,10
2017-18,25,UTA,NBA,PG,41,498,100%,,,,,+11.6,+7.8,27,5,14,2,13,6,185,5,14
2018-19,26,UTA,NBA,PG,37,474,100%,,,,,+17.1,+13.4,22,7,19,3,9,7,231,1,9
2019-20,27,PHI,NBA,PG,49,565,91%,9%,,,,+1.3,-1.0,26,11,26,2,8,23,185,1,11
Career,,,NBA,,248,3382,99%,1%,,,,+7.3,+5.0,143,59,125,11,64,57,1078,18,72
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,UTA,NBA,,199,2817,100%,,,,,+8.5,+6.2,117,48,99,9,56,34,893,17,61
1 season,,PHI,NBA,,49,565,91%,9%,,,,+1.3,-1.0,26,11,26,2,8,23,185,1,11
