,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,24,UTA,NBA,PG,9,60,.615,14.1,.538,.308,.077,.154,.000,.462,.714,1.000,1.000,.000,,.500,.600,.000,0,1.000,.333,.500,0,0
2017-18,25,UTA,NBA,PG,8,72,.304,11.2,.696,.261,.348,.000,.087,.304,.313,.333,.375,,.000,.286,.000,.000,0,1.000,.143,1.000,0,0
2018-19,26,UTA,NBA,PG,3,20,.167,9.5,.833,.333,.333,.167,.000,.167,.200,.500,.000,.000,,.000,1.000,.000,0,,1.000,.000,0,0
Career,,,NBA,,20,152,.381,11.8,.667,.286,.262,.071,.048,.333,.393,.583,.364,.000,.000,.357,.364,.000,0,1.000,.286,.500,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,UTA,NBA,,20,152,.381,11.8,.667,.286,.262,.071,.048,.333,.393,.583,.364,.000,.000,.357,.364,.000,0,1.000,.286,.500,0,0
