Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,NYK,BAA,NA,60,NA,NA,175,583,0.3,103,160,0.644,NA,35,90,453
1947-48,24,NYK,BAA,NA,47,NA,NA,117,410,0.285,65,103,0.631,NA,17,56,299
1948-49,25,TOT,BAA,NA,57,NA,NA,160,525,0.305,92,149,0.617,NA,102,84,412
1948-49,25,NYK,BAA,NA,35,NA,NA,77,270,0.285,46,81,0.568,NA,54,53,200
1948-49,25,INJ,BAA,NA,22,NA,NA,83,255,0.325,46,68,0.676,NA,48,31,212
1949-50,26,BLB,NBA,NA,53,NA,NA,120,397,0.302,87,124,0.702,NA,88,76,327
1950-51,27,TOT,NBA,NA,47,NA,NA,81,267,0.303,55,84,0.655,71,69,81,217
1950-51,27,BLB,NBA,NA,16,NA,NA,35,100,0.35,20,28,0.714,27,21,28,90
1950-51,27,WSC,NBA,NA,12,NA,NA,13,65,0.2,14,27,0.519,11,16,20,40
1950-51,27,TRI,NBA,NA,19,NA,NA,33,102,0.324,21,29,0.724,33,32,33,87
Career,NA,,TOT,NA,264,NA,NA,653,2182,0.299,402,620,0.648,71,311,387,1708
,NA,,BAA,NA,164,NA,NA,452,1518,0.298,260,412,0.631,NA,154,230,1164
,NA,,NBA,NA,100,NA,NA,201,664,0.303,142,208,0.683,71,157,157,544
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,142,NA,NA,369,1263,0.292,214,344,0.622,NA,106,199,952
2 seasons,NA,BLB,NBA,NA,69,NA,NA,155,497,0.312,107,152,0.704,27,109,104,417
1 season,NA,INJ,BAA,NA,22,NA,NA,83,255,0.325,46,68,0.676,NA,48,31,212
1 season,NA,TRI,NBA,NA,19,NA,NA,33,102,0.324,21,29,0.724,33,32,33,87
1 season,NA,WSC,NBA,NA,12,NA,NA,13,65,0.2,14,27,0.519,11,16,20,40
