Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,NYK,BAA,NA,60,NA,NA,NA,NA,0.3,NA,NA,0.644,NA,NA,NA,NA
1947-48,24,NYK,BAA,NA,47,NA,NA,NA,NA,0.285,NA,NA,0.631,NA,NA,NA,NA
1948-49,25,TOT,BAA,NA,57,NA,NA,NA,NA,0.305,NA,NA,0.617,NA,NA,NA,NA
1948-49,25,NYK,BAA,NA,35,NA,NA,NA,NA,0.285,NA,NA,0.568,NA,NA,NA,NA
1948-49,25,INJ,BAA,NA,22,NA,NA,NA,NA,0.325,NA,NA,0.676,NA,NA,NA,NA
1949-50,26,BLB,NBA,NA,53,NA,NA,NA,NA,0.302,NA,NA,0.702,NA,NA,NA,NA
1950-51,27,TOT,NBA,NA,47,NA,NA,NA,NA,0.303,NA,NA,0.655,NA,NA,NA,NA
1950-51,27,BLB,NBA,NA,16,NA,NA,NA,NA,0.35,NA,NA,0.714,NA,NA,NA,NA
1950-51,27,WSC,NBA,NA,12,NA,NA,NA,NA,0.2,NA,NA,0.519,NA,NA,NA,NA
1950-51,27,TRI,NBA,NA,19,NA,NA,NA,NA,0.324,NA,NA,0.724,NA,NA,NA,NA
Career,NA,,TOT,NA,264,NA,NA,NA,NA,0.299,NA,NA,0.648,NA,NA,NA,NA
,NA,,BAA,NA,164,NA,NA,NA,NA,0.298,NA,NA,0.631,NA,NA,NA,NA
,NA,,NBA,NA,100,NA,NA,NA,NA,0.303,NA,NA,0.683,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NYK,BAA,NA,142,NA,NA,NA,NA,0.292,NA,NA,0.622,NA,NA,NA,NA
2 seasons,NA,BLB,NBA,NA,69,NA,NA,NA,NA,0.312,NA,NA,0.704,NA,NA,NA,NA
1 season,NA,INJ,BAA,NA,22,NA,NA,NA,NA,0.325,NA,NA,0.676,NA,NA,NA,NA
1 season,NA,TRI,NBA,NA,19,NA,NA,NA,NA,0.324,NA,NA,0.724,NA,NA,NA,NA
1 season,NA,WSC,NBA,NA,12,NA,NA,NA,NA,0.2,NA,NA,0.519,NA,NA,NA,NA
