Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,24,POR,NBA,PG,4,4,166,5.4,13.7,0.397,1.7,4.8,0.364,3.7,8.9,0.415,2.8,2.8,1,1.3,2.4,3.7,8.2,1.1,0.2,3.5,2.8,15.4
1998-99,25,POR,NBA,PG,13,13,403,4.4,11.5,0.38,0.9,2,0.455,3.5,9.6,0.364,2.1,3,0.706,0.6,3,3.7,6.5,0.7,0.1,3.4,2.8,11.8
1999-00,26,POR,NBA,PG,16,16,447,4.5,10.9,0.415,0.8,2.4,0.333,3.7,8.5,0.438,1.6,1.9,0.833,0.6,2.7,3.4,4.7,0.6,0.3,1.5,3.5,11.4
2000-01,27,POR,NBA,PG,3,3,114,6,14.5,0.413,0.6,4.1,0.154,5.4,10.4,0.515,4.1,4.1,1,0.3,2.5,2.8,4.1,0.6,0.3,2.8,1.9,16.7
2001-02,28,POR,NBA,PG,3,3,99,1.8,8,0.227,1.1,1.5,0.75,0.7,6.5,0.111,0.7,1.1,0.667,0.4,2.2,2.5,3.6,0.7,0,1.5,1.8,5.5
2002-03,29,POR,NBA,PG,7,6,232,5.6,12.3,0.456,2.3,4.8,0.484,3.3,7.4,0.438,3.1,3.3,0.952,1.1,4.5,5.6,6.1,0.9,0.3,1.9,3.4,16.6
2007-08,34,SAS,NBA,PG,7,0,35,5.1,15.4,0.333,1,4.1,0.25,4.1,11.3,0.364,2.1,3.1,0.667,2.1,5.1,7.2,2.1,1,0,1,0,13.4
Career,NA,,NBA,,53,45,1496,4.7,11.8,0.399,1.2,3,0.389,3.5,8.7,0.402,2.3,2.7,0.847,0.8,3.1,3.8,5.6,0.8,0.2,2.4,2.9,12.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,POR,NBA,,46,45,1461,4.7,11.7,0.401,1.2,3,0.393,3.5,8.7,0.403,2.3,2.7,0.852,0.7,3,3.7,5.7,0.8,0.2,2.4,3,12.8
1 season,NA,SAS,NBA,,7,0,35,5.1,15.4,0.333,1,4.1,0.25,4.1,11.3,0.364,2.1,3.1,0.667,2.1,5.1,7.2,2.1,1,0,1,0,13.4
