,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1973-74,21,NYA,ABA,,13,,0,,,,9,10,,,,,,,,,29,
1974-75,22,NYA,ABA,,15,,1,,,,11,12,,,,,,,,,37,
1975-76,23,SAA,ABA,,17,,0,,,,10,11,,,,,,,,,42,
1976-77,24,SAS,NBA,,18,,,,,,11,14,,,,,,,,,43,
1977-78,25,SAS,NBA,,16,,,,,,13,13,,,,,,,,,42,
1978-79,26,SAS,NBA,,17,,,,,,14,16,,,,,,,,,39,
1979-80,27,SAS,NBA,,23,,1,,,,11,12,,,,,,,,,51,
1980-81,28,CHI,NBA,,15,24,0,,15,,8,16,,,13,,,,,,32,
1981-82,29,CHI,NBA,,11,16,0,0,11,16,6,8,,,11,4,,,,4,22,
1982-83,30,TOT,NBA,,10,14,0,,10,,5,6,,,10,3,,,,,22,
1982-83,30,CHI,NBA,,1,2,0,0,1,2,0,0,1,1,1,0,1,0,1,1,2,3.0
1982-83,30,GSW,NBA,,4,8,0,0,4,8,4,6,3,3,4,2,1,0,2,4,12,7.5
1982-83,30,CLE,NBA,,10,14,0,,10,,5,5,,,10,3,,,,,22,
Career,,,TOT,,23,,,,,,14,16,,,,,,,,,51,
,,,NBA,,23,,,,,,14,16,,,,,,,,,51,
,,,ABA,,17,,1,,,,11,12,,,,,,,,,42,
,,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,"SAA,SAS",NBA,,23,,,,,,14,16,,,,,,,,,51,
2 Seasons,,NYA,ABA,,15,,1,,,,11,12,,,,,,,,,37,
3 Seasons,,CHI,NBA,,15,24,0,,15,,8,16,,,13,,,,,,32,
1 Season,,CLE,NBA,,10,14,0,,10,,5,5,,,10,3,,,,,22,
1 Season,,GSW,NBA,,4,8,0,0,4,8,4,6,3,3,4,2,1,0,2,4,12,7.5
