,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,22,NYK,NBA,C,72,1324,,,,2%,98%,-2.3,+2.5,41,26,64,19,54,4,232,14,35
2017-18,23,TOT,NBA,C,48,495,,,,2%,98%,+0.8,+2.8,11,9,26,6,40,1,81,8,15
2017-18,23,NYK,NBA,C,26,233,,,,4%,96%,-3.7,+0.3,9,8,12,4,14,1,49,4,6
2017-18,23,CHO,NBA,C,22,262,,,,1%,99%,+4.6,+4.7,2,1,14,2,26,0,32,4,9
2018-19,24,CHO,NBA,C,58,812,,,,9%,92%,-6.5,-6.5,19,16,46,17,68,3,144,18,31
2019-20,25,CHO,NBA,C,31,375,,,,,100%,-4.4,+3.1,11,7,18,7,22,2,71,3,9
Career,,,NBA,,209,3006,,,,3%,97%,-3.2,+0.2,82,58,154,49,184,10,528,43,90
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CHO,NBA,,111,1449,,,,5%,95%,-4.0,-2.0,32,24,78,26,116,5,247,25,49
2 seasons,,NYK,NBA,,98,1557,,,,2%,98%,-2.5,+2.2,50,34,76,23,68,5,281,18,41
