,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,21,ORL,NBA,C,4,167,,,,,100%,-13.2,-21.5,3,6,3,2,18,0,17,5,6
2007-08,22,ORL,NBA,C,10,421,,,,,100%,+3.0,+8.4,4,8,18,11,38,0,24,7,6
2008-09,23,ORL,NBA,C,23,903,,,,,100%,-0.3,-12.7,4,22,53,21,94,2,108,19,25
2009-10,24,ORL,NBA,C,14,497,,,,,100%,+9.1,-3.8,5,14,21,17,63,1,49,12,13
2010-11,25,ORL,NBA,C,6,258,,,,,100%,+1.7,-1.2,3,13,6,9,41,0,7,10,3
2012-13,27,LAL,NBA,C,4,126,,,,,100%,-21.1,-1.5,4,6,5,6,12,0,10,4,2
2013-14,28,HOU,NBA,C,6,231,,,,44%,56%,-1.4,-5.5,6,5,9,4,21,0,26,4,13
2014-15,29,HOU,NBA,C,17,574,,,,,100%,+1.4,+10.7,9,11,25,15,48,1,46,13,16
2015-16,30,HOU,NBA,C,5,180,,,,,100%,-24.4,-16.6,0,4,7,6,13,1,23,1,5
2016-17,31,ATL,NBA,C,6,157,,,,,100%,-1.0,-0.3,4,2,10,4,10,0,19,3,6
Career,,,NBA,,95,3514,,,,3%,97%,-0.8,-3.4,42,91,157,95,358,5,329,78,95
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,ORL,NBA,,57,2246,,,,,100%,+1.7,-6.1,19,63,101,60,254,3,205,53,53
3 seasons,,HOU,NBA,,28,985,,,,10%,90%,-3.9,+1.9,15,20,41,25,82,2,95,18,34
1 season,,ATL,NBA,,6,157,,,,,100%,-1.0,-0.3,4,2,10,4,10,0,19,3,6
1 season,,LAL,NBA,,4,126,,,,,100%,-21.1,-1.5,4,6,5,6,12,0,10,4,2
