,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2004-05,19,ORL,NBA,43:54,14,18,0,1,14,18,11,15,11,15,20,4,4,7,7,6,29,25.1
2005-06,20,ORL,NBA,46:35,10,19,0,1,10,19,14,19,9,18,26,6,3,6,6,6,28,28.4
2006-07,21,ORL,NBA,51:27,14,19,1,1,14,19,13,19,9,16,25,5,4,6,11,6,35,34.5
2007-08,22,ORL,NBA,48:54,14,24,0,1,14,23,17,24,10,18,24,5,4,7,9,6,39,35.1
2008-09,23,ORL,NBA,46:41,16,23,0,1,16,23,13,21,10,20,23,7,5,10,7,6,45,41.8
2009-10,24,ORL,NBA,48:48,12,19,0,1,12,19,16,24,9,19,24,6,4,8,9,6,33,38.1
2010-11,25,ORL,NBA,48:17,16,21,0,1,16,21,17,24,10,17,23,5,4,8,9,6,40,40.2
2011-12,26,ORL,NBA,46:53,16,21,0,1,16,21,21,39,9,21,25,6,5,8,7,6,45,41.3
2012-13,27,LAL,NBA,46:16,14,18,1,1,14,18,25,39,9,23,26,5,5,5,7,6,39,36.4
2013-14,28,HOU,NBA,44:48,14,22,1,1,14,21,17,25,8,20,26,7,4,6,8,5,35,33.7
2014-15,29,HOU,NBA,42:32,12,18,1,1,12,17,10,17,10,16,19,5,3,7,6,6,32,27.0
2015-16,30,HOU,NBA,45:29,13,19,0,1,13,19,14,22,10,16,26,5,4,6,6,6,36,39.1
2016-17,31,ATL,NBA,39:22,12,17,0,1,12,17,9,20,9,18,23,4,4,4,6,6,31,29.8
2017-18,32,CHO,NBA,43:23,13,23,1,1,13,23,12,21,11,22,30,7,3,7,9,6,33,31.1
2018-19,33,WAS,NBA,33:15,9,13,0,0,9,13,7,10,7,11,17,2,2,1,4,6,25,23.8
2019-20,34,LAL,NBA,29:57,10,11,1,1,10,10,6,12,8,11,16,3,2,5,4,5,21,22.6
Career,,,,51:27,16,24,1,1,16,23,25,39,11,23,30,7,5,10,11,6,45,41.8
8 Seasons,,ORL,NBA,51:27,16,24,1,1,16,23,21,39,11,21,26,7,5,10,11,6,45,41.8
3 Seasons,,HOU,NBA,45:29,14,22,1,1,14,21,17,25,10,20,26,7,4,7,8,6,36,39.1
2 Seasons,,LAL,NBA,46:16,14,18,1,1,14,18,25,39,9,23,26,5,5,5,7,6,39,36.4
1 Season,,CHO,NBA,43:23,13,23,1,1,13,23,12,21,11,22,30,7,3,7,9,6,33,31.1
1 Season,,ATL,NBA,39:22,12,17,0,1,12,17,9,20,9,18,23,4,4,4,6,6,31,29.8
1 Season,,WAS,NBA,33:15,9,13,0,0,9,13,7,10,7,11,17,2,2,1,4,6,25,23.8
