,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,25,NYK,NBA,C,1,4,,,,,100%,-42.9,-26.9,0,0,0,0,0,0,0,0,0
2014-15,28,BRK,NBA,C,1,5,,,,,100%,-56.9,-52.0,1,0,0,0,0,0,0,0,0
Career,,,NBA,,2,9,,,,,100%,-50.7,-40.8,1,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
1 season,,BRK,NBA,,1,5,,,,,100%,-56.9,-52.0,1,0,0,0,0,0,0,0,0
1 season,,NYK,NBA,,1,4,,,,,100%,-42.9,-26.9,0,0,0,0,0,0,0,0,0
