Season,Team,Lg,Salary
1985-86,New York Knicks,NBA,"$500,000"
1986-87,New Jersey Nets,NBA,"$550,000"
1987-88,Phoenix Suns,NBA,"$300,000"
Career,(may be incomplete),,"$1,350,000"
