Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1973-74,29,CLE,NBA,C,26,NA,540,6.5,16.4,0.396,2.9,3.9,0.739,3.7,5.1,8.8,4,1,0.9,6.1,15.9,NA,NA,101
1974-75,30,MIL,NBA,C,1,NA,11,0,4.3,0,0,0,NA,0,0,0,8.5,0,0,8.5,0,NA,NA,106
Career,NA,,NBA,,27,NA,551,6.4,16.2,0.394,2.8,3.9,0.739,3.6,5,8.6,4.1,1,0.8,6.1,15.6,NA,NA,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CLE,NBA,,26,NA,540,6.5,16.4,0.396,2.9,3.9,0.739,3.7,5.1,8.8,4,1,0.9,6.1,15.9,NA,NA,101
1 season,NA,MIL,NBA,,1,NA,11,0,4.3,0,0,0,NA,0,0,0,8.5,0,0,8.5,0,NA,NA,106
