Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1967-68,23,SEA,NBA,C,82,NA,2424,8.4,17.3,0.489,5.2,7.9,0.658,NA,NA,11.5,1.5,NA,NA,4.7,22
1968-69,24,SEA,NBA,C,82,NA,3104,9,19.2,0.469,4.8,7,0.682,NA,NA,10.9,1.6,NA,NA,3.7,22.8
1969-70,25,SEA,NBA,C,80,NA,2959,9.6,20.7,0.463,4.7,6.6,0.714,NA,NA,10,1.8,NA,NA,3.4,23.9
1970-71,26,SEA,NBA,C,4,NA,142,11.9,24.8,0.48,6.3,7.6,0.833,NA,NA,11.7,1.8,NA,NA,3.5,30.2
1971-72,27,TOT,NBA,C,76,NA,2230,7.4,17.1,0.436,3.6,5.4,0.675,NA,NA,8.6,1.9,NA,NA,3.1,18.5
1971-72,27,SEA,NBA,C,16,NA,243,6.7,18.4,0.363,3.4,6.4,0.535,NA,NA,8.1,0.9,NA,NA,4,16.7
1971-72,27,PHI,NBA,C,60,NA,1987,7.5,16.9,0.445,3.7,5.3,0.695,NA,NA,8.7,2,NA,NA,2.9,18.8
1972-73,28,TOT,NBA,C,52,NA,452,4.8,12.6,0.38,1.6,2.5,0.645,NA,NA,8.6,3,NA,NA,5.4,11.2
1972-73,28,PHI,NBA,C,3,NA,12,0,3,0,0,0,NA,NA,NA,6,3,NA,NA,6,0
1972-73,28,CLE,NBA,C,49,NA,440,4.9,12.8,0.382,1.6,2.5,0.645,NA,NA,8.7,3,NA,NA,5.4,11.5
1973-74,29,CLE,NBA,C,26,NA,540,5.1,12.8,0.396,2.3,3.1,0.739,2.9,4,6.9,3.1,0.8,0.7,4.7,12.4
1974-75,30,MIL,NBA,C,1,NA,11,0,3.3,0,0,0,NA,0,0,0,6.5,0,0,6.5,0
Career,NA,,NBA,,403,NA,11862,8.4,18.3,0.461,4.4,6.4,0.686,2.8,3.9,10.1,1.8,0.8,0.7,3.8,21.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,SEA,NBA,,264,NA,8872,9,19.2,0.469,4.9,7.1,0.683,NA,NA,10.7,1.6,NA,NA,3.9,22.9
2 seasons,NA,CLE,NBA,,75,NA,980,5,12.8,0.39,2,2.8,0.701,2.9,4,7.7,3.1,0.8,0.7,5,12
2 seasons,NA,PHI,NBA,,63,NA,1999,7.5,16.8,0.445,3.7,5.3,0.695,NA,NA,8.7,2,NA,NA,3,18.6
1 season,NA,MIL,NBA,,1,NA,11,0,3.3,0,0,0,NA,0,0,0,6.5,0,0,6.5,0
