,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,22,MIL,NBA,PF,39,441,,,12%,67%,21%,-6.0,-7.3,4,6,27,10,17,0,22,2,14
2003-04,23,MIL,NBA,PF,31,263,,,10%,65%,25%,+2.4,+1.2,4,3,17,1,15,0,10,4,4
2004-05,24,IND,NBA,PF,9,106,,,,70%,30%,-7.5,-8.6,2,2,8,1,6,0,7,1,1
2009-10,29,SAS,NBA,SF,10,44,,13%,2%,84%,2%,-4.8,-10.7,1,2,4,0,3,0,0,1,2
Career,,,NBA,,89,854,,1%,9%,68%,22%,-3.5,-5.1,11,13,56,12,41,0,39,8,21
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,MIL,NBA,,70,704,,,11%,66%,22%,-2.9,-4.2,8,9,44,11,32,0,32,6,18
1 season,,SAS,NBA,,10,44,,13%,2%,84%,2%,-4.8,-10.7,1,2,4,0,3,0,0,1,2
1 season,,IND,NBA,,9,106,,,,70%,30%,-7.5,-8.6,2,2,8,1,6,0,7,1,1
