Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,23,PTP,ABA,C,6,15,5.7,0.415,0,0.125,NA,NA,16.8,19.3,26.2,28.5,NA,0,0,0,-0.001
Career,NA,,ABA,,6,15,5.7,0.415,0,0.125,NA,NA,16.8,19.3,26.2,28.5,NA,0,0,0,-0.001
