Season,Team,Lg,Salary
1998-99,Houston Rockets,NBA,"$949,600"
1999-00,Vancouver Grizzlies,NBA,"$1,224,960"
2000-01,Vancouver Grizzlies,NBA,"$1,310,400"
2001-02,Memphis Grizzlies,NBA,"$1,940,702"
2002-03,Memphis Grizzlies,NBA,"$5,500,000"
2003-04,Memphis Grizzlies,NBA,"$6,187,500"
Career,(may be incomplete),,"$17,113,162"
