,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2003-04,25,MEM,NBA,21:50,2,5,2,3,2,4,2,2,3,3,4,1,0,1,2,5,6,2.6
2004-05,26,MEM,NBA,36:11,4,9,1,4,4,9,2,4,4,5,9,3,2,2,2,5,10,8.4
2005-06,27,MEM,NBA,43:08,4,8,1,3,3,5,1,3,4,5,7,1,3,2,4,5,10,7.5
2006-07,28,HOU,NBA,41:53,5,10,5,7,2,3,4,4,2,5,5,5,3,2,3,4,16,19.0
2007-08,29,HOU,NBA,44:53,7,9,4,5,3,5,4,6,3,6,6,1,2,2,2,4,22,19.7
2008-09,30,HOU,NBA,43:52,6,12,5,10,4,6,6,6,4,7,9,7,3,4,2,5,23,19.4
2010-11,32,TOT,NBA,38:45,4,9,2,5,3,8,2,2,2,6,7,3,2,2,1,4,11,11.3
2010-11,32,MEM,NBA,38:45,4,9,2,5,3,8,2,2,2,6,7,3,2,2,1,4,11,11.3
2011-12,33,MIA,NBA,46:19,6,11,5,9,2,4,3,3,4,8,10,4,3,2,2,4,17,14.5
2012-13,34,MIA,NBA,31:12,6,8,6,8,1,2,4,5,2,3,4,3,2,1,1,6,18,17.7
2013-14,35,MIA,NBA,26:08,3,5,2,4,1,2,2,3,1,2,2,2,1,1,2,3,8,6.6
Career,,,,46:19,7,12,6,10,4,9,6,6,4,8,10,7,3,4,4,6,23,19.7
3 Seasons,,MIA,NBA,46:19,6,11,6,9,2,4,4,5,4,8,10,4,3,2,2,6,18,17.7
3 Seasons,,HOU,NBA,44:53,7,12,5,10,4,6,6,6,4,7,9,7,3,4,3,5,23,19.7
4 Seasons,,MEM,NBA,43:08,4,9,2,5,4,9,2,4,4,6,9,3,3,2,4,5,11,11.3
