,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1995-96,25,CLE,NBA,,5,9,0,0,5,9,4,6,2,4,6,1,2,2,4,6,11,5.6
1999-00,29,ORL,NBA,35:29,12,20,1,1,12,20,13,18,3,9,10,4,3,2,7,6,31,21.4
2000-01,30,ORL,NBA,48:19,11,24,0,1,11,23,9,12,5,9,9,3,2,3,5,6,27,17.3
2001-02,31,UTA,NBA,29:44,9,12,0,0,9,12,8,8,3,6,7,2,2,2,4,5,18,14.8
2002-03,32,UTA,NBA,22:08,4,10,0,0,4,10,4,7,2,3,4,2,2,2,4,6,12,7.8
Career,,,,48:19,12,24,1,1,12,23,13,18,5,9,10,4,3,3,7,6,31,21.4
2 Seasons,,ORL,NBA,48:19,12,24,1,1,12,23,13,18,5,9,10,4,3,3,7,6,31,21.4
2 Seasons,,UTA,NBA,29:44,9,12,0,0,9,12,8,8,3,6,7,2,2,2,4,6,18,14.8
1 Season,,CLE,NBA,,5,9,0,0,5,9,4,6,2,4,6,1,2,2,4,6,11,5.6
