Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11,12,13
Morris Peterson,,5.9,5.1,4.9,4.9,3.8,3.6,3.2,2.9,0.8,0.6,0,NA,NA
Mike Bantom,92.8,5.9,5.2,4.8,4.5,4.4,3.9,2.9,2.7,0.5,NA,NA,NA,NA
Chuck Person,89.6,5.5,5.4,5.4,4.6,3.9,3.6,3.3,3,2.1,1.2,0.9,0,-0.1
Rod Higgins,88.6,5.9,5.7,5.3,5,3.8,3.7,2.5,2,1.4,1.3,1,0.1,0
John Block,88.2,5.5,5.1,4.2,4.2,4.1,4.1,3.1,2.3,0.2,0,NA,NA,NA
Jeff Green,87.9,6.6,5.2,4.8,4.7,4.2,3.9,3.6,3.3,3.1,0.7,0.2,NA,NA
Bill Bradley,87.7,7,5.4,5.4,4.9,4.7,4.2,2.8,2.5,1.1,0.8,NA,NA,NA
Jim Washington,87.7,6.7,5.5,5.4,4.9,4.7,4.3,3.6,2.4,1.3,0.5,0,NA,NA
Willie Naulls,87.5,5.7,5.5,5.3,4.6,3.9,2.6,2.6,1.8,1.8,0.4,NA,NA,NA
Glenn Robinson,87.2,6.7,4.8,4.7,4.7,4,3.5,3.2,3.1,2.9,1.6,0.5,NA,NA
Antoine Walker,87.2,6.7,6.6,5,4.7,3.9,3.6,2.6,2.6,1.7,0.9,0.1,-0.3,NA
