,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,TOR,NBA,SG,80,1809,,75%,25%,,,+3.2,+1.1,35,18,71,13,64,0,225,16,47
2001-02,24,TOR,NBA,SF,63,1988,,26%,72%,1%,,-0.3,+0.4,38,29,82,12,76,0,329,20,35
2002-03,25,TOR,NBA,SF,82,2949,,19%,80%,1%,,-5.6,+4.1,62,26,108,19,108,0,408,29,52
2003-04,26,TOR,NBA,SF,82,2148,,8%,80%,12%,,-1.5,+3.9,37,17,84,7,42,0,259,9,17
2004-05,27,TOR,NBA,SG,82,2510,1%,92%,8%,,,-0.2,+3.6,41,21,97,17,95,0,396,24,37
2005-06,28,TOR,NBA,SG,82,3140,,82%,18%,,,-4.0,-2.4,44,37,94,25,125,48,419,28,21
2006-07,29,TOR,NBA,SF,71,1515,,31%,65%,5%,,-3.9,-8.2,12,20,57,6,60,18,106,19,7
2007-08,30,NOH,NBA,SG,76,1796,,96%,4%,,,+6.6,+1.0,10,7,65,10,37,12,156,8,13
2008-09,31,NOH,NBA,SG,43,515,,94%,6%,,,-0.8,-3.1,7,6,25,0,9,3,41,5,4
2009-10,32,NOH,NBA,SG,46,973,,64%,36%,,,-6.8,-5.1,10,5,46,8,23,13,89,5,9
2010-11,33,OKC,NBA,SG,4,23,,8%,92%,,,+13.3,+9.2,0,0,1,0,0,0,3,0,0
Career,,,NBA,,711,19366,,56%,42%,2%,,-1.5,+0.4,296,186,730,117,639,94,2431,163,242
,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,TOR,NBA,,542,16059,,49%,48%,2%,,-2.1,+0.8,269,168,593,99,570,66,2142,145,216
3 seasons,,NOH,NBA,,165,3284,,86%,14%,,,+1.5,-1.4,27,18,136,18,69,28,286,18,26
1 season,,OKC,NBA,,4,23,,8%,92%,,,+13.3,+9.2,0,0,1,0,0,0,3,0,0
