,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,25,IND,NBA,C,5,180,,,,,100%,0.0,-2.3,2,2,7,1,8,0,17,2,6
2002-03,26,IND,NBA,C,6,135,,,,,100%,0.0,+11.5,4,1,6,3,8,0,31,0,3
2003-04,27,SAC,NBA,PF,12,366,,,,18%,82%,+4.1,+10.5,13,4,24,2,15,0,89,2,7
2004-05,28,SAC,NBA,C,5,139,,,,4%,97%,-4.5,+2.1,6,0,14,2,6,0,38,2,2
2005-06,29,SAC,NBA,C,6,166,,,,,100%,-14.1,-9.5,4,2,11,1,7,1,34,3,4
2008-09,32,CHI,NBA,C,7,186,,,,,100%,+4.9,+19.4,11,5,12,4,8,2,22,2,4
2009-10,33,CHI,NBA,C,5,93,,,,,100%,-17.1,-10.4,3,1,9,2,1,3,8,0,4
Career,,,NBA,,46,1265,,,,6%,94%,-1.7,+5.0,43,15,83,15,53,6,239,11,30
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,SAC,NBA,,23,671,,,,11%,89%,-2.2,+3.8,23,6,49,5,28,1,161,7,13
2 seasons,,CHI,NBA,,12,279,,,,,100%,-2.5,+9.5,14,6,21,6,9,5,30,2,8
2 seasons,,IND,NBA,,11,315,,,,,100%,0.0,+3.6,6,3,13,4,16,0,48,2,9
