,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,19,GSW,NBA,PF,63,1129,,,5%,61%,35%,-4.5,-0.7,23,26,67,13,57,17,109,13,35
2009-10,20,GSW,NBA,C,33,749,,,,25%,75%,-5.8,-2.5,9,19,38,12,64,10,90,11,28
2010-11,21,TOT,NBA,C-PF,40,590,,,4%,32%,64%,-10.9,-8.5,19,15,23,9,43,5,75,8,16
2010-11,21,NYK,NBA,PF,17,127,,,21%,69%,10%,-9.4,-10.8,3,4,4,3,6,1,17,0,1
2010-11,21,MIN,NBA,C,23,463,,,,22%,78%,-11.3,-4.8,16,11,19,6,37,4,58,8,15
2011-12,22,MIN,NBA,PF,34,517,,,,54%,46%,-3.2,-1.4,8,13,24,9,37,2,48,8,18
2012-13,23,DEN,NBA,PF,39,329,,,,83%,17%,+1.9,-3.7,9,10,10,12,21,3,27,1,14
2013-14,24,DEN,NBA,PF,43,527,,,7%,73%,20%,-10.3,-9.4,20,5,20,9,30,1,81,7,11
Career,,,NBA,,252,3841,,,3%,52%,45%,-5.8,-3.8,88,88,182,64,252,38,430,48,122
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,GSW,NBA,,96,1878,,,3%,46%,51%,-5.0,-1.4,32,45,105,25,121,27,199,24,63
2 seasons,,DEN,NBA,,82,856,,,4%,77%,19%,-5.6,-7.2,29,15,30,21,51,4,108,8,25
2 seasons,,MIN,NBA,,57,980,,,,39%,61%,-7.0,-3.0,24,24,43,15,74,6,106,16,33
1 season,,NYK,NBA,,17,127,,,21%,69%,10%,-9.4,-10.8,3,4,4,3,6,1,17,0,1
