,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1955-56,23,MNL,NBA,,7,,7,8,,,5,19
1956-57,24,MNL,NBA,,11,,12,14,,,6,30
1957-58,25,MNL,NBA,,16,,15,19,,,6,39
1958-59,26,MNL,NBA,,10,,11,15,,,6,27
1959-60,27,TOT,NBA,,14,,9,16,,,,33
1959-60,27,MNL,NBA,,11,,9,16,,,,29
1959-60,27,NYK,NBA,,14,,6,9,,,5,33
1960-61,28,NYK,NBA,,12,,10,,,,,32
Career,,,,,16,,15,,,,,39
5 Seasons,,MNL,NBA,,16,,15,19,,,,39
2 Seasons,,NYK,NBA,,14,,10,,,,,33
