Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1955-56,23,MNL,NBA,SG,68,870,13.6,0.447,0.373,NA,NA,NA,NA,NA,0.7,0.6,1.3,0.072
1956-57,24,MNL,NBA,SG,72,2406,16.6,0.488,0.429,NA,NA,NA,NA,NA,5.5,2,7.5,0.15
1957-58,25,MNL,NBA,SG,68,2216,15.2,0.468,0.416,NA,NA,NA,NA,NA,3.7,0.7,4.4,0.095
1958-59,26,MNL,NBA,SG,72,2493,12.5,0.47,0.416,NA,NA,NA,NA,NA,3.1,1.5,4.6,0.088
1959-60,27,TOT,NBA,SG,70,1932,13,0.456,0.323,NA,NA,NA,NA,NA,1.6,1.5,3.1,0.076
1959-60,27,MNL,NBA,,44,1187,12.3,0.43,0.31,NA,NA,NA,NA,NA,0.2,1.2,1.4,0.057
1959-60,27,NYK,NBA,SG,26,745,14.2,0.503,0.345,NA,NA,NA,NA,NA,1.4,0.3,1.7,0.107
1960-61,28,NYK,NBA,PG,71,2238,13.7,0.502,0.38,NA,NA,NA,NA,NA,4.1,0.6,4.7,0.101
Career,NA,,NBA,,421,12155,14.2,0.475,0.393,NA,NA,NA,NA,NA,18.7,6.9,25.6,0.101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,MNL,NBA,,324,9172,14.3,0.467,0.4,NA,NA,NA,NA,NA,13.2,6,19.2,0.101
2 seasons,NA,NYK,NBA,,97,2983,13.8,0.502,0.371,NA,NA,NA,NA,NA,5.5,0.9,6.4,0.102
