,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,20,OKC,NBA,PF,81,1632,,,,84%,16%,+0.3,-0.4,31,25,124,18,32,1,200,9,30
2017-18,21,IND,NBA,C,74,1810,,,,19%,81%,+1.1,-0.8,41,36,106,40,100,4,371,26,48
2018-19,22,IND,NBA,C,74,1838,,,,24%,76%,+5.1,+3.3,56,32,104,47,131,4,493,41,33
2019-20,23,IND,NBA,C,62,2159,,,,53%,47%,+3.4,+3.6,61,45,80,44,131,2,731,32,56
Career,,,NBA,,291,7439,,,,44%,56%,+2.6,+1.6,189,138,414,149,394,11,1795,108,167
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,210,5807,,,,33%,67%,+3.3,+2.1,158,113,290,131,362,10,1595,99,137
1 season,,OKC,NBA,,81,1632,,,,84%,16%,+0.3,-0.4,31,25,124,18,32,1,200,9,30
