,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,20,OKC,NBA,PF,2,6,,,,,100%,-26.3,-17.7,0,0,3,0,2,0,0,0,0
2017-18,21,IND,NBA,C,7,166,,,,18%,82%,+5.4,-1.9,2,4,11,1,6,1,12,3,1
2018-19,22,IND,NBA,C,4,96,,,,33%,68%,-16.8,-20.4,4,0,2,1,6,0,39,0,1
Career,,,NBA,,13,268,,,,23%,77%,-3.3,-8.9,6,4,16,2,14,1,51,3,2
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,11,262,,,,23%,77%,-2.7,-8.7,6,4,13,2,12,1,51,3,2
1 season,,OKC,NBA,,2,6,,,,,100%,-26.3,-17.7,0,0,3,0,2,0,0,0,0
