,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,20,OKC,NBA,PF,2,6,.000,9.3,.667,.667,.000,.000,.000,.333,.000,.000,,,,.000,,.000,0,,.000,,0,0
2017-18,21,IND,NBA,C,7,166,.581,8.2,.887,.435,.161,.161,.129,.113,.636,.778,.400,.700,.375,.143,.743,.065,4,1.000,.429,.000,0,0
2018-19,22,IND,NBA,C,4,96,.414,12.0,.862,.276,.172,.103,.310,.138,.440,.750,.400,.333,.222,.250,.545,.000,0,1.000,.250,.000,0,0
Career,,,NBA,,13,268,.511,9.4,.872,.394,.160,.138,.181,.128,.561,.730,.400,.615,.294,.167,.696,.043,4,1.000,.333,.000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,IND,NBA,,11,262,.527,9.4,.879,.385,.165,.143,.187,.121,.575,.771,.400,.615,.294,.182,.696,.044,4,1.000,.364,.000,0,0
1 season,,OKC,NBA,,2,6,.000,9.3,.667,.667,.000,.000,.000,.333,.000,.000,,,,.000,,.000,0,,.000,,0,0
