Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Domantas Sabonis,,7.6,4.7,0.8
Zach Randolph,93.9,7.1,4.8,0.5
Jim Brewer,91.9,7.9,4.4,1.3
Glen Rice,90.3,7.9,4.4,1.4
Draymond Green,90.0,8.5,4.5,0.6
Wil Jones,88.3,7.4,6,0.6
Kenyon Martin,86.3,7.1,4.9,2.1
Toby Knight,86.2,7.3,5.7,1.6
Alex English,86.0,7,4,1.2
Eddie Johnson,85.9,7.4,5.6,1.8
Pervis Ellison,85.5,6.9,4,0.4
