Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Dean Tolson,,2,0.2,0,NA
Dick Ricketts,96.7,2,0.1,0,NA
Alan Williams,88.0,2.1,0.2,0.2,0
Eric Moreland,81.1,2.3,0,0,0
Joe Roberts,80.8,1.9,0.2,0.2,0
J.J. Anderson,80.1,2.3,0.2,0.1,NA
Bill Bunting,73.0,2,0.7,0,NA
Red Morrison,73.0,1.7,0.5,0,NA
Perry Jones,70.5,1.5,0.2,0,NA
Gerard King,68.9,2.3,0.5,0.2,NA
Ryan Kelly,68.7,2.2,0.7,0.1,0.1
