Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1974-75,23,SEA,NBA,PF,4,NA,22,2.1,16.7,0.125,4.2,4.2,1,8.3,6.2,14.6,2.1,0,0,NA,6.2,8.3,NA,NA,104
Career,NA,,NBA,,4,NA,22,2.1,16.7,0.125,4.2,4.2,1,8.3,6.2,14.6,2.1,0,0,NA,6.2,8.3,NA,NA,104
