,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1974-75,23,SEA,NBA,,5,,4,9,,,,,,,,,14,
1976-77,25,SEA,NBA,,9,,6,10,,,,,,,,,19,
1977-78,26,SEA,NBA,,0,1,0,0,0,0,0,2,0,0,1,2,0,-1.1
Career,,,,,9,,6,10,,,,,,,,,19,
