Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1974-75,23,SEA,NBA,PF,19,,4.6,0.8,1.9,.432,0.6,0.9,.647,0.6,0.5,1.2,0.3,0.2,0.3,,0.6,2.3
1975-76,24,Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA),Did Not Play (other pro league—EBA)
1976-77,25,SEA,NBA,PF,60,,9.8,2.3,4.0,.566,1.4,2.7,.535,1.2,1.4,2.6,0.5,0.5,0.4,,1.4,6.0
1977-78,26,SEA,NBA,PF,1,,7.0,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0
Career,NA,,NBA,,80,,8.5,1.9,3.5,.546,1.2,2.2,.545,1.1,1.2,2.2,0.4,0.5,0.3,1.0,1.2,5.0
