Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,24,MNP,ABA,C,1,NA,15:00,2,5,0.4,0,0,NA,2,2,1,4,5,1,NA,NA,0,3,6
Career,NA,,ABA,,1,NA,15,2,5,0.4,0,0,NA,2,2,1,4,5,1,NA,NA,0,3,6
