,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,PTP,ABA,,11,,0,,,,5,9,,,,,,,,,26
1968-69,24,MNP,ABA,,8,,0,,,,5,8,,,,,,,,,17
1969-70,25,TOT,ABA,,7,,0,,,,2,5,,,,,,,,,15
1969-70,25,LAS,ABA,,7,,0,,,,2,5,,,,,,,,,15
1970-71,26,FLO,ABA,,3,,0,,,,2,4,,,,,,,,,8
1971-72,27,NYA,ABA,,8,,0,,,,3,4,,,,,,,,,17
1972-73,28,NYA,ABA,,2,,0,,,,2,3,,,,,,,,,6
Career,,,,,11,,0,,,,5,9,,,,,,,,,26
2 Seasons,,NYA,ABA,,8,,0,,,,3,4,,,,,,,,,17
2 Seasons,,"MNP,PTP",ABA,,11,,0,,,,5,9,,,,,,,,,26
1 Season,,LAS,ABA,,7,,0,,,,2,5,,,,,,,,,15
1 Season,,FLO,ABA,,3,,0,,,,2,4,,,,,,,,,8
