,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,23,PTP,ABA,,12,,1,,,,10,16,,,,,,,,,31
1968-69,24,MNP,ABA,,13,,0,,,,12,16,,,,,,,,,32
1969-70,25,TOT,ABA,,12,,1,,,,10,18,,,,,,,,,28
1969-70,25,PTP,ABA,,12,,1,,,,10,18,,,,,,,,,28
1969-70,25,LAS,ABA,,10,,1,,,,7,8,,,,,,,,,25
1970-71,26,FLO,ABA,,11,,0,,,,7,10,,,,,,,,,24
1971-72,27,NYA,ABA,,10,,0,,,,8,11,,,,,,,,,22
1972-73,28,NYA,ABA,,9,,0,,,,5,7,,,,,,,,,20
Career,,,,,13,,1,,,,12,18,,,,,,,,,32
3 Seasons,,"MNP,PTP",ABA,,13,,1,,,,12,18,,,,,,,,,32
2 Seasons,,NYA,ABA,,10,,0,,,,8,11,,,,,,,,,22
1 Season,,FLO,ABA,,11,,0,,,,7,10,,,,,,,,,24
1 Season,,LAS,ABA,,10,,1,,,,7,8,,,,,,,,,25
