Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1979-80,24,BOS,NBA,PG,9,101,11.8,0.459,0.054,0.541,4.5,6.8,5.6,16.7,2,0,13.3,22.1,NA,0,0.1,0.1,0.066,NA,0.1,-0.7,-0.6,0
1980-81,25,BOS,NBA,PG,16,228,14.3,0.504,0.012,0.14,5.1,7,6.1,16.8,2.2,0.7,11.6,19.1,NA,0.3,0.3,0.6,0.118,NA,1.6,0.6,2.2,0.2
1981-82,26,BOS,NBA,PG,12,310,10.3,0.461,0.022,0.376,4.2,4.3,4.2,21.6,2.2,0.4,18.7,17.5,NA,0,0.4,0.4,0.067,NA,0.2,-0.4,-0.2,0.1
1982-83,27,BOS,NBA,PG,7,187,11.1,0.431,0.035,0.082,4.6,3.5,4,26.6,2.9,0.3,13.7,22.9,NA,-0.2,0.2,0.1,0.023,NA,-1.1,0.7,-0.4,0.1
1983-84,28,BOS,NBA,PG,23,616,15.6,0.531,0.046,0.316,4.2,5.5,4.8,23.8,2.7,0.1,13.2,20.7,NA,0.8,0.6,1.5,0.115,NA,1.4,0.4,1.8,0.6
1988-89,33,PHI,NBA,PG,3,69,5.1,0.434,0.28,0.24,4.9,6.4,5.6,10.1,1.5,0,15.3,20.9,NA,-0.2,0,-0.1,-0.076,NA,-4.8,-2.5,-7.3,-0.1
1989-90,34,DET,NBA,PG,8,19,8.3,0.2,0.6,0,12.4,6,9.2,28.2,5.5,0,16.7,13.9,NA,0,0,0,0.03,NA,-3.7,4.7,1.1,0
1990-91,35,DET,NBA,PG,10,40,2.6,0.25,0.188,0,2.6,0,1.4,21.6,1.3,0,0,17.4,NA,-0.1,0,-0.1,-0.083,NA,-5.9,-2.1,-8,-0.1
Career,NA,,NBA,,88,1570,12.7,0.484,0.055,0.265,4.5,5.2,4.8,21.6,2.5,0.3,13.9,20,NA,0.7,1.9,2.5,0.078,NA,0.3,0.1,0.4,0.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,BOS,NBA,,67,1442,13.4,0.495,0.035,0.277,4.4,5.3,4.8,22.1,2.5,0.3,14.1,20.1,NA,1,1.8,2.7,0.09,NA,0.7,0.2,1,1.1
2 seasons,NA,DET,NBA,,18,59,4.4,0.238,0.286,0,5.8,1.9,3.9,23.7,2.7,0,4.5,16.3,NA,-0.1,0.1,-0.1,-0.046,NA,-5.2,0.1,-5.1,0
1 season,NA,PHI,NBA,,3,69,5.1,0.434,0.28,0.24,4.9,6.4,5.6,10.1,1.5,0,15.3,20.9,NA,-0.2,0,-0.1,-0.076,NA,-4.8,-2.5,-7.3,-0.1
