Season,Team,Lg,Salary
1985-86,Seattle SuperSonics,NBA,"$350,000"
1987-88,Philadelphia 76ers,NBA,"$339,250"
1988-89,Philadelphia 76ers,NBA,"$275,000"
1990-91,Detroit Pistons,NBA,"$125,000"
Career,(may be incomplete),,"$1,089,250"
