Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,CAP,NBA,SG,49,NA,556,93,215,0.433,53,73,0.726,26,44,70,52,31,2,NA,62,239
1974-75,23,NOJ,NBA,PG,72,NA,1898,307,679,0.452,192,250,0.768,75,121,196,178,65,6,NA,186,806
1975-76,24,NOJ,NBA,SG,66,NA,2030,327,755,0.433,169,230,0.735,81,121,202,169,82,6,NA,147,823
1976-77,25,SAS,NBA,SG,4,NA,57,7,14,0.5,4,7,0.571,2,5,7,3,2,0,NA,9,18
1977-78,26,TOT,NBA,SG,33,NA,406,85,211,0.403,57,84,0.679,13,39,52,34,22,7,48,33,227
1977-78,26,KCK,NBA,SG,8,NA,53,3,14,0.214,9,11,0.818,1,2,3,5,2,1,8,5,15
1977-78,26,NJN,NBA,SG,25,NA,353,82,197,0.416,48,73,0.658,12,37,49,29,20,6,40,28,212
Career,NA,,NBA,,224,NA,4947,819,1874,0.437,475,644,0.738,197,330,527,436,202,21,48,437,2113
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NOJ,NBA,,138,NA,3928,634,1434,0.442,361,480,0.752,156,242,398,347,147,12,NA,333,1629
1 season,NA,CAP,NBA,,49,NA,556,93,215,0.433,53,73,0.726,26,44,70,52,31,2,NA,62,239
1 season,NA,NJN,NBA,,25,NA,353,82,197,0.416,48,73,0.658,12,37,49,29,20,6,40,28,212
1 season,NA,KCK,NBA,,8,NA,53,3,14,0.214,9,11,0.818,1,2,3,5,2,1,8,5,15
1 season,NA,SAS,NBA,,4,NA,57,7,14,0.5,4,7,0.571,2,5,7,3,2,0,NA,9,18
