Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,CAP,NBA,SG,49,NA,556,6,13.9,0.433,3.4,4.7,0.726,1.7,2.8,4.5,3.4,2,0.1,NA,4,15.5
1974-75,23,NOJ,NBA,PG,72,NA,1898,5.8,12.9,0.452,3.6,4.7,0.768,1.4,2.3,3.7,3.4,1.2,0.1,NA,3.5,15.3
1975-76,24,NOJ,NBA,SG,66,NA,2030,5.8,13.4,0.433,3,4.1,0.735,1.4,2.1,3.6,3,1.5,0.1,NA,2.6,14.6
1976-77,25,SAS,NBA,SG,4,NA,57,4.4,8.8,0.5,2.5,4.4,0.571,1.3,3.2,4.4,1.9,1.3,0,NA,5.7,11.4
1977-78,26,TOT,NBA,SG,33,NA,406,7.5,18.7,0.403,5.1,7.4,0.679,1.2,3.5,4.6,3,2,0.6,4.3,2.9,20.1
1977-78,26,KCK,NBA,SG,8,NA,53,2,9.5,0.214,6.1,7.5,0.818,0.7,1.4,2,3.4,1.4,0.7,5.4,3.4,10.2
1977-78,26,NJN,NBA,SG,25,NA,353,8.4,20.1,0.416,4.9,7.4,0.658,1.2,3.8,5,3,2,0.6,4.1,2.9,21.6
Career,NA,,NBA,,224,NA,4947,6,13.6,0.437,3.5,4.7,0.738,1.4,2.4,3.8,3.2,1.5,0.2,4.3,3.2,15.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NOJ,NBA,,138,NA,3928,5.8,13.1,0.442,3.3,4.4,0.752,1.4,2.2,3.6,3.2,1.3,0.1,NA,3.1,14.9
1 season,NA,CAP,NBA,,49,NA,556,6,13.9,0.433,3.4,4.7,0.726,1.7,2.8,4.5,3.4,2,0.1,NA,4,15.5
1 season,NA,NJN,NBA,,25,NA,353,8.4,20.1,0.416,4.9,7.4,0.658,1.2,3.8,5,3,2,0.6,4.1,2.9,21.6
1 season,NA,KCK,NBA,,8,NA,53,2,9.5,0.214,6.1,7.5,0.818,0.7,1.4,2,3.4,1.4,0.7,5.4,3.4,10.2
1 season,NA,SAS,NBA,,4,NA,57,4.4,8.8,0.5,2.5,4.4,0.571,1.3,3.2,4.4,1.9,1.3,0,NA,5.7,11.4
