,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,KEN,ABA,,15,,0,,,,10,13,,,,,,,,,36
1969-70,24,KEN,ABA,,18,,1,,,,10,13,,,,,,,,,39
1970-71,25,TEX,ABA,,14,,1,,,,8,10,,,,,,,,,33
1971-72,26,TOT,ABA,,9,,1,,,,7,9,,,,,,,,,21
1971-72,26,DLC,ABA,,8,,0,,,,3,3,,,,,,,,,19
1971-72,26,NYA,ABA,,9,,1,,,,7,9,,,,,,,,,21
1972-73,27,SDA,ABA,,10,,1,,,,9,12,,,,,,,,,24
1973-74,28,SDA,ABA,,9,,1,,,,8,10,,,,,,,,,22
1974-75,29,SSL,ABA,,5,,0,,,,2,2,,,,,,,,,12
Career,,,,,18,,1,,,,10,13,,,,,,,,,39
2 Seasons,,KEN,ABA,,18,,1,,,,10,13,,,,,,,,,39
2 Seasons,,SDA,ABA,,10,,1,,,,9,12,,,,,,,,,24
2 Seasons,,"DLC,TEX",ABA,,14,,1,,,,8,10,,,,,,,,,33
1 Season,,NYA,ABA,,9,,1,,,,7,9,,,,,,,,,21
1 Season,,SSL,ABA,,5,,0,,,,2,2,,,,,,,,,12
