,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2018-19,20,BRK,NBA,SF,63,1294,.450,12.5,.590,.419,.136,.016,.020,.410,.543,.644,.295,.286,.333,.315,.590,.122,47,.914,.228,.381,4,0
2019-20,21,BRK,NBA,PF,39,501,.448,13.6,.515,.381,.119,.007,.007,.485,.507,.627,.188,.000,.000,.385,.886,.082,9,.960,.215,.357,0,0
Career,,,NBA,,102,1795,.449,12.7,.573,.410,.132,.014,.017,.427,.536,.640,.273,.250,.300,.333,.648,.113,56,.928,.225,.375,4,0
