,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,25,CHI,NBA,PF,2,5,,,,,100%,+20.2,+31.4,0,0,0,0,0,0,0,0,0
Career,,,NBA,,2,5,,,,,100%,+20.2,+31.4,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
1 season,,CHI,NBA,,2,5,,,,,100%,+20.2,+31.4,0,0,0,0,0,0,0,0,0
