Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2007-08,19,SEA,NBA,SG,80,2768,15.8,0.519,0.15,0.328,2.8,10.9,6.9,12,1.4,1.9,12.9,28.1,NA,0.4,1.9,2.3,0.04,NA,0.5,-0.7,-0.1,1.3
2008-09,20,OKC,NBA,SF,74,2885,20.8,0.577,0.165,0.377,3,16.4,9.6,13.5,1.7,1.4,12.2,28.3,NA,5.2,2.7,7.9,0.132,NA,3.4,-0.1,3.3,3.8
2009-10,21,OKC,NBA,SF,82,3239,26.2,0.607,0.21,0.504,3.8,17.9,11,13.5,1.8,1.9,11.7,32,NA,11.1,5,16.1,0.238,NA,6.3,0.8,7.1,7.5
2010-11,22,OKC,NBA,SF,78,3038,23.6,0.589,0.269,0.439,2.3,17.7,10.3,13.2,1.5,1.8,10.6,30.6,NA,8.6,3.3,12,0.189,NA,5.2,-0.3,4.9,5.3
2011-12,23,OKC,NBA,SF,66,2546,26.2,0.61,0.265,0.386,1.9,20.4,11.8,17.5,1.8,2.2,14,31.3,NA,8.5,3.7,12.2,0.23,NA,6.2,0.8,7,5.8
2012-13,24,OKC,NBA,SF,81,3119,28.3,0.647,0.233,0.523,1.8,20.3,11.8,21.7,1.9,2.6,13.7,29.8,NA,13.6,5.3,18.9,0.291,NA,7.6,1.7,9.3,8.9
2013-14,25,OKC,NBA,SF,81,3122,29.8,0.635,0.291,0.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33,NA,14.8,4.4,19.2,0.295,NA,8.8,1.4,10.2,9.6
2014-15,26,OKC,NBA,SF,27,913,27.6,0.633,0.34,0.366,1.9,18.7,10.4,22.2,1.3,2.2,12,29.1,NA,3.8,1,4.8,0.252,NA,8.6,1.4,10,2.8
2015-16,27,OKC,NBA,SF,72,2578,28.2,0.634,0.348,0.361,2,21.8,12.4,24.2,1.3,2.5,13.5,30.6,NA,11,3.5,14.5,0.27,NA,8.4,1.6,9.9,7.8
2016-17,28,GSW,NBA,PF,62,2070,27.6,0.651,0.304,0.374,2.2,23.6,13.6,23.1,1.5,3.8,10.4,27.8,NA,8,4,12,0.278,NA,6.7,2.2,8.9,5.7
2017-18,29,GSW,NBA,SF,68,2325,26,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1,4,12.9,30.4,NA,7.5,2.9,10.4,0.215,NA,6.7,0.6,7.3,5.5
2018-19,30,GSW,NBA,SF,78,2702,24.2,0.631,0.281,0.366,1.4,17.5,9.8,26.2,1,2.6,12.3,29,NA,8.6,2.9,11.5,0.204,NA,5.4,0.1,5.5,5.1
Career,NA,,NBA,,849,31305,25.2,0.613,0.26,0.41,2.3,18.5,10.7,19.6,1.5,2.3,12.4,30.1,NA,101,40.8,141.7,0.217,NA,6,0.7,6.7,69
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,"SEA,OKC",NBA,,641,24208,25,0.605,0.246,0.426,2.5,18,10.6,17.9,1.6,2,12.5,30.5,NA,77,30.9,107.9,0.214,NA,5.9,0.7,6.6,52.7
3 seasons,NA,GSW,NBA,,208,7097,25.8,0.64,0.307,0.356,1.7,20,11.4,25.1,1.2,3.4,11.9,29.1,NA,24,9.9,33.9,0.229,NA,6.2,0.9,7.1,16.4
