Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,21,CIN,NBA,SG,81,NA,2173,6.9,16,0.432,2.1,2.8,0.738,NA,NA,6.2,2.9,NA,NA,NA,5,16
1972-73,22,KCO,NBA,SG,80,NA,1979,7.6,15.9,0.477,1.9,2.4,0.797,NA,NA,6.2,2.3,NA,NA,NA,4.9,17.1
1973-74,23,KCO,NBA,SF,82,NA,2513,7.7,16.7,0.462,2.8,3.4,0.818,1.7,3.2,4.9,2.6,2.1,0.5,NA,4.2,18.2
1974-75,24,TOT,NBA,SG,85,NA,1945,8.8,18.3,0.48,3.4,4.1,0.823,1.9,4.3,6.2,2.7,1.8,0.6,NA,4.6,20.9
1974-75,24,KCO,NBA,SG,50,NA,1131,8.4,18.6,0.454,3.1,3.8,0.822,1.8,3.9,5.7,2.5,1.7,0.8,NA,4.8,20
1974-75,24,NOJ,NBA,SG,35,NA,814,9.2,17.9,0.517,3.7,4.5,0.824,1.9,5,7,3,1.9,0.3,NA,4.4,22.2
1975-76,25,NOJ,NBA,SF,81,NA,1935,7.8,17.6,0.444,3.7,4.4,0.824,2.5,4.2,6.7,2,2,0.3,NA,4.7,19.3
1976-77,26,NOJ,NBA,SF,79,NA,1776,8.4,18.6,0.451,3,3.9,0.753,2.2,4,6.2,1.9,1.5,0.3,NA,4.1,19.7
1977-78,27,TOT,NBA,SG,73,NA,1249,9,20.9,0.431,2.9,3.5,0.835,1.9,4,5.9,2.1,1.6,1,2.4,5.2,20.9
1977-78,27,NOJ,NBA,SG,27,NA,434,7.5,17.8,0.421,2.6,3.1,0.838,2.2,5.2,7.5,2.8,1.7,1,2.1,5.1,17.5
1977-78,27,GSW,NBA,SG,46,NA,815,9.8,22.5,0.435,3.1,3.7,0.833,1.7,3.4,5,1.8,1.6,1,2.6,5.3,22.7
1978-79,28,GSW,NBA,SG,81,NA,1299,7.9,15.7,0.501,2.8,3.2,0.872,1.9,3.9,5.7,1.7,1.5,0.1,2.6,4.7,18.6
Career,NA,,NBA,,642,NA,14869,7.9,17.3,0.458,2.8,3.5,0.805,2,3.9,6,2.3,1.8,0.5,2.5,4.6,18.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"CIN,KCO",NBA,,293,NA,7796,7.6,16.6,0.456,2.4,3,0.794,1.7,3.4,5.7,2.6,2,0.6,NA,4.7,17.5
4 seasons,NA,NOJ,NBA,,222,NA,4959,8.2,18,0.457,3.3,4.2,0.801,2.3,4.4,6.6,2.2,1.8,0.4,2.1,4.5,19.8
2 seasons,NA,GSW,NBA,,127,NA,2114,8.6,18.3,0.47,2.9,3.4,0.856,1.8,3.7,5.5,1.7,1.5,0.5,2.6,4.9,20.2
