Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,21,CIN,NBA,SG,81,NA,2173,418,968,0.432,127,172,0.738,NA,NA,372,174,NA,NA,NA,300,963
1972-73,22,KCO,NBA,SG,80,NA,1979,417,874,0.477,106,133,0.797,NA,NA,339,128,NA,NA,NA,272,940
1973-74,23,KCO,NBA,SF,82,NA,2513,538,1165,0.462,193,236,0.818,118,226,344,182,149,34,NA,290,1269
1974-75,24,TOT,NBA,SG,85,NA,1945,474,988,0.48,181,220,0.823,102,235,337,145,97,30,NA,251,1129
1974-75,24,KCO,NBA,SG,50,NA,1131,265,584,0.454,97,118,0.822,58,121,179,78,53,24,NA,152,627
1974-75,24,NOJ,NBA,SG,35,NA,814,209,404,0.517,84,102,0.824,44,114,158,67,44,6,NA,99,502
1975-76,25,NOJ,NBA,SF,81,NA,1935,421,948,0.444,197,239,0.824,135,225,360,107,109,17,NA,253,1039
1976-77,26,NOJ,NBA,SF,79,NA,1776,414,917,0.451,146,194,0.753,107,199,306,92,76,16,NA,200,974
1977-78,27,TOT,NBA,SG,73,NA,1249,312,724,0.431,101,121,0.835,65,139,204,74,57,34,83,181,725
1977-78,27,NOJ,NBA,SG,27,NA,434,90,214,0.421,31,37,0.838,27,63,90,34,21,12,25,61,211
1977-78,27,GSW,NBA,SG,46,NA,815,222,510,0.435,70,84,0.833,38,76,114,40,36,22,58,120,514
1978-79,28,GSW,NBA,SG,81,NA,1299,284,567,0.501,102,117,0.872,68,139,207,61,55,5,93,169,670
Career,NA,,NBA,,642,NA,14869,3278,7151,0.458,1153,1432,0.805,595,1163,2469,963,543,136,176,1916,7709
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"CIN,KCO",NBA,,293,NA,7796,1638,3591,0.456,523,659,0.794,176,347,1234,562,202,58,NA,1014,3799
4 seasons,NA,NOJ,NBA,,222,NA,4959,1134,2483,0.457,458,572,0.801,313,601,914,300,250,51,25,613,2726
2 seasons,NA,GSW,NBA,,127,NA,2114,506,1077,0.47,172,201,0.856,106,215,321,101,91,27,151,289,1184
