Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,21,CIN,NBA,SG,81,NA,26.8,5.2,12,0.432,1.6,2.1,0.738,NA,NA,4.6,2.1,NA,NA,NA,3.7,11.9
1972-73,22,KCO,NBA,SG,80,NA,24.7,5.2,10.9,0.477,1.3,1.7,0.797,NA,NA,4.2,1.6,NA,NA,NA,3.4,11.8
1973-74,23,KCO,NBA,SF,82,NA,30.6,6.6,14.2,0.462,2.4,2.9,0.818,1.4,2.8,4.2,2.2,1.8,0.4,NA,3.5,15.5
1974-75,24,TOT,NBA,SG,85,NA,22.9,5.6,11.6,0.48,2.1,2.6,0.823,1.2,2.8,4,1.7,1.1,0.4,NA,3,13.3
1974-75,24,KCO,NBA,SG,50,NA,22.6,5.3,11.7,0.454,1.9,2.4,0.822,1.2,2.4,3.6,1.6,1.1,0.5,NA,3,12.5
1974-75,24,NOJ,NBA,SG,35,NA,23.3,6,11.5,0.517,2.4,2.9,0.824,1.3,3.3,4.5,1.9,1.3,0.2,NA,2.8,14.3
1975-76,25,NOJ,NBA,SF,81,NA,23.9,5.2,11.7,0.444,2.4,3,0.824,1.7,2.8,4.4,1.3,1.3,0.2,NA,3.1,12.8
1976-77,26,NOJ,NBA,SF,79,NA,22.5,5.2,11.6,0.451,1.8,2.5,0.753,1.4,2.5,3.9,1.2,1,0.2,NA,2.5,12.3
1977-78,27,TOT,NBA,SG,73,NA,17.1,4.3,9.9,0.431,1.4,1.7,0.835,0.9,1.9,2.8,1,0.8,0.5,1.1,2.5,9.9
1977-78,27,NOJ,NBA,SG,27,NA,16.1,3.3,7.9,0.421,1.1,1.4,0.838,1,2.3,3.3,1.3,0.8,0.4,0.9,2.3,7.8
1977-78,27,GSW,NBA,SG,46,NA,17.7,4.8,11.1,0.435,1.5,1.8,0.833,0.8,1.7,2.5,0.9,0.8,0.5,1.3,2.6,11.2
1978-79,28,GSW,NBA,SG,81,NA,16,3.5,7,0.501,1.3,1.4,0.872,0.8,1.7,2.6,0.8,0.7,0.1,1.1,2.1,8.3
Career,NA,,NBA,,642,NA,23.2,5.1,11.1,0.458,1.8,2.2,0.805,1.2,2.4,3.8,1.5,1.1,0.3,1.1,3,12
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"CIN,KCO",NBA,,293,NA,26.6,5.6,12.3,0.456,1.8,2.2,0.794,1.3,2.6,4.2,1.9,1.5,0.4,NA,3.5,13
4 seasons,NA,NOJ,NBA,,222,NA,22.3,5.1,11.2,0.457,2.1,2.6,0.801,1.4,2.7,4.1,1.4,1.1,0.2,0.9,2.8,12.3
2 seasons,NA,GSW,NBA,,127,NA,16.6,4,8.5,0.47,1.4,1.6,0.856,0.8,1.7,2.5,0.8,0.7,0.2,1.2,2.3,9.3
