Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,23,TOT,NBA,SG,59,NA,11.9,2.1,5.5,0.373,1,1.2,0.806,1.3,1.6,1.8,5.1
1961-62,23,CHP,NBA,SG,8,NA,7.1,1.3,2.6,0.476,0.6,1.1,0.556,0.8,1.1,1,3.1
1961-62,23,PHW,NBA,SG,51,NA,12.7,2.2,6,0.366,1,1.2,0.841,1.4,1.7,1.9,5.4
Career,NA,,NBA,,59,NA,11.9,2.1,5.5,0.373,1,1.2,0.806,1.3,1.6,1.8,5.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHW,NBA,,51,NA,12.7,2.2,6,0.366,1,1.2,0.841,1.4,1.7,1.9,5.4
1 season,NA,CHP,NBA,,8,NA,7.1,1.3,2.6,0.476,0.6,1.1,0.556,0.8,1.1,1,3.1
