Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1978-79,22,MIL,NBA,PF,67,NA,1157,5.1,10.6,0.482,NA,NA,NA,5.1,10.6,0.482,2.6,3.6,0.718,3.3,7.9,11.2,2.5,2.3,1.5,3.1,5.8,12.9
1979-80,23,DEN,NBA,PF,75,NA,1938,5.7,12.1,0.476,0,0.2,0.222,5.7,11.9,0.48,2.7,3.5,0.783,3.5,7.3,10.8,2.9,1.6,1.2,2.7,4.8,14.3
1980-81,24,IND,NBA,PF,43,NA,930,7,15.3,0.462,0,0.2,0,7,15.1,0.468,3.6,4.7,0.762,3.8,6.9,10.8,3.3,1.8,0.9,3.3,4.6,17.7
1981-82,25,IND,NBA,PF,59,4,720,6,14.5,0.412,0,0.1,0,6,14.4,0.415,3,4,0.75,3.6,7.2,10.8,2,1.8,1.2,3.4,7.3,15
1982-83,26,IND,NBA,SF,82,64,2297,6.4,13.4,0.477,0.1,0.6,0.184,6.3,12.9,0.49,2,2.7,0.733,2.8,5.8,8.5,3.4,1.2,0.8,3.8,4.4,14.9
1983-84,27,IND,NBA,SF,81,20,2073,7.1,15.4,0.465,0.2,0.8,0.234,6.9,14.5,0.478,3.9,4.7,0.826,2.4,5.6,8,3.4,1.4,0.9,3.2,4.4,18.3
1984-85,28,PHI,NBA,SF,55,3,756,5.1,12.5,0.407,0,0.5,0.1,5,12,0.419,2.3,2.7,0.875,2.3,5.5,7.8,1.8,1.5,0.8,2.3,4.7,12.6
1985-86,29,WSB,NBA,PF,2,0,7,5.1,15.4,0.333,0,0,NA,5.1,15.4,0.333,10.3,10.3,1,5.1,5.1,10.3,0,0,0,5.1,5.1,20.6
Career,NA,,NBA,,464,91,9878,6.2,13.4,0.463,0.1,0.5,0.189,6.1,13,0.471,2.9,3.7,0.779,3,6.5,9.5,3,1.6,1,3.2,4.9,15.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,IND,NBA,,265,88,6020,6.7,14.5,0.462,0.1,0.6,0.196,6.6,14,0.473,3,3.9,0.78,2.9,6.1,9,3.2,1.4,0.9,3.5,4.8,16.5
1 season,NA,DEN,NBA,,75,NA,1938,5.7,12.1,0.476,0,0.2,0.222,5.7,11.9,0.48,2.7,3.5,0.783,3.5,7.3,10.8,2.9,1.6,1.2,2.7,4.8,14.3
1 season,NA,MIL,NBA,,67,NA,1157,5.1,10.6,0.482,NA,NA,NA,5.1,10.6,0.482,2.6,3.6,0.718,3.3,7.9,11.2,2.5,2.3,1.5,3.1,5.8,12.9
1 season,NA,PHI,NBA,,55,3,756,5.1,12.5,0.407,0,0.5,0.1,5,12,0.419,2.3,2.7,0.875,2.3,5.5,7.8,1.8,1.5,0.8,2.3,4.7,12.6
1 season,NA,WSB,NBA,,2,0,7,5.1,15.4,0.333,0,0,NA,5.1,15.4,0.333,10.3,10.3,1,5.1,5.1,10.3,0,0,0,5.1,5.1,20.6
