Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1973-74,21,ATL,NBA,PF,74,1448,14.6,0.519,NA,0.311,9.9,21.9,15.8,7.9,0.9,2.3,NA,NA,NA,1.4,1.6,2.9,0.098,NA,-0.8,-0.3,-1.2,0.3
1974-75,22,ATL,NBA,C,75,2086,14.4,0.467,NA,0.243,10.4,22.9,16.3,10.3,1.1,1.3,NA,NA,NA,1.7,2.2,3.9,0.09,NA,-0.1,-0.4,-0.4,0.8
1975-76,23,ATL,NBA,C,66,1762,15,0.521,NA,0.404,9.7,21.3,15.3,6.8,1.4,1.9,NA,NA,NA,2.2,1.7,3.8,0.104,NA,-0.3,-0.4,-0.7,0.6
1976-77,24,HOU,NBA,PF,74,1239,12.7,0.553,NA,0.373,9,15.8,12.5,5.1,1.5,0.8,NA,NA,NA,1.8,0.8,2.6,0.102,NA,-0.5,-0.5,-0.9,0.3
1977-78,25,HOU,NBA,PF,82,2476,12.5,0.496,NA,0.3,9,18.8,13.7,5.8,1.5,0.8,15.8,16.8,NA,1.8,1.3,3.1,0.06,NA,-1,-1,-2,0
1978-79,26,HOU,NBA,C,81,1215,10.9,0.505,NA,0.334,10,19.2,14.7,5.9,1.3,1.1,18.4,18,NA,0.3,0.9,1.3,0.05,NA,-2.8,-0.8,-3.7,-0.5
1979-80,27,TOT,NBA,PF,74,1448,14.2,0.555,0,0.397,8.9,19.4,14.2,10.4,0.9,1.6,17,20,NA,1.4,1.3,2.7,0.09,NA,-1,-0.4,-1.5,0.2
1979-80,27,HOU,NBA,PF,21,278,11.3,0.471,0,0.303,12,16.8,14.3,5.5,0.7,1,12.9,22,NA,0.1,0.2,0.3,0.048,NA,-3.1,-2.1,-5.2,-0.3
1979-80,27,CHI,NBA,PF,53,1170,14.9,0.58,0,0.426,8.2,20,14.2,11.5,1,1.8,18.2,19.6,NA,1.3,1.1,2.4,0.1,NA,-0.5,-0.1,-0.6,0.4
1980-81,28,CHI,NBA,PF,81,1574,13.1,0.532,0,0.318,9.6,19,14.5,8.8,1.2,1.3,17.9,18.2,NA,1.2,1.7,2.9,0.089,NA,-1.2,-0.4,-1.5,0.2
1981-82,29,CHI,NBA,PF,78,2040,13.4,0.576,0.002,0.416,9.1,18.7,14.1,8,1.2,1,18.6,17.1,NA,1.8,1.9,3.6,0.086,NA,-0.8,-0.4,-1.2,0.4
1982-83,30,TOT,NBA,PF,81,1164,9.2,0.495,0.003,0.378,7.9,20.6,14.4,6.7,1.2,1,21,16.1,NA,-0.4,1.1,0.6,0.027,NA,-3.6,-0.6,-4.2,-0.7
1982-83,30,CHI,NBA,PF,49,673,9.5,0.485,0,0.389,8.9,22.1,15.5,7.8,1.2,1.1,22.6,16.8,NA,-0.5,0.6,0.1,0.008,NA,-3.5,-0.6,-4,-0.3
1982-83,30,LAL,NBA,PF,32,491,8.8,0.509,0.008,0.364,6.6,18.5,12.9,5.1,1.2,1,18.6,15.1,NA,0,0.5,0.5,0.052,NA,-3.9,-0.6,-4.5,-0.3
Career,NA,,NBA,,766,16452,13.2,0.52,0,0.34,9.4,19.8,14.6,7.6,1.2,1.3,17.8,17.6,NA,13.2,14.4,27.6,0.081,NA,-1.1,-0.5,-1.6,1.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,CHI,NBA,,261,5457,13.1,0.553,0.001,0.385,9,19.5,14.4,8.9,1.1,1.3,18.8,17.9,NA,3.8,5.3,9.1,0.08,NA,-1.2,-0.3,-1.5,0.7
4 seasons,NA,HOU,NBA,,258,5208,12.1,0.509,0,0.324,9.4,18.1,13.7,5.7,1.4,0.9,16.4,17.5,NA,4.1,3.2,7.3,0.067,NA,-1.4,-0.9,-2.3,-0.4
3 seasons,NA,ATL,NBA,,215,5296,14.7,0.498,NA,0.311,10.1,22.1,15.8,8.5,1.1,1.8,NA,NA,NA,5.3,5.4,10.7,0.097,NA,-0.3,-0.4,-0.7,1.7
1 season,NA,LAL,NBA,,32,491,8.8,0.509,0.008,0.364,6.6,18.5,12.9,5.1,1.2,1,18.6,15.1,NA,0,0.5,0.5,0.052,NA,-3.9,-0.6,-4.5,-0.3
